id	gloss	PHM	class	Qiandong	Xiangxi	WhiteHmong	Masha	Luopohe	Jiongnai	Baiyun	Luoxiang	Mun	BiaoMin	ZaoMin
219	to pick up/clamp	*-teD	(10)		tɑ7	tai7	te7a	teD		næ̃6							
220	酒 liquor	*-tiuB (A)									tiu3	tiu3	tiu3	diu3			
221	碓 tilt-hammer/pestle	*-tu̯ɔiC	(11)								tɔi5’	tɔːi5	twai5	dui5			
222	凳 stool/bench	*-təŋC	(22)								taŋ5’	taŋ5	taŋ5	daŋ5			
223	桶 bucket	*-thɔŋ(X)	(29)			thɔŋ1		thoŋA		thɔ̃7	thoŋ3	tɔŋ3	dɔŋ3	tuŋ5			
224	炭 charcoal	*-thanH	(19)	thɛ5	the5	thɛŋ5	tæin5b	thaŋC	thɔu3	thæ̃5	thaːn5	taːn5’	than5	tan3			
225	to boil (tr)	*-thoA	(7)	tho1			to1b	thuA		 							
226	bellows	*-thoŋB	(28)	thoŋ3	thɑŋ3		thaŋ3b	thoŋB		tho3							
227	hoop	*-thɨC	(2)	tha5		thi5	tei5b	theC									
228	elder brother	*-da	(4)	ta2		ti2	ti2	ðaA				ta2					
229	to come	*-daj	(15)	ta2		tua2	ta2	ðaA		te2	taːi2	taːi 2	ta2	tɛi2			
230	fire	*-douX	(13)	tu4	tə4	taɯ4	tɯ4	ðoB	tau4	tɤ4	tou4	tɔu4	təu4	tu4			
231	to explode	*-douH	(13)	tu6	tə6	taɯ6	tɯ6	ðoC		tɤ6		tɔ6					
232	to die	*-dəjH	(15)	ta6	tɑ6	tua6	təa6	ðaC	ta6	te6	tai6	tai6	tai6	tai6			
233	tortoise	*-duH	(16)								to6	tu6					
234	to bite	*-dəp	(7)	tə8	to8	tɔ8	to8	ðuD		ta8	tap8	tap8	than8				
235	to put on/wear (shoes)	*-dap	(7)						tei8		taːp8	taːp8					
236	half (of day)	*-N-dam(X)	(24)	taŋ4		ta4					daːm2	daːm2					
237	蹄 hoof	*-dej	(10)						tei2		tei2	tei2	təi2	tɛi2			
238	銅 copper	*-dɔŋ	(29)	tə2	toŋ2	tɔŋ2	taŋ2	ðoŋA	twaŋ2	tɔ̃2	toŋ2	tɔŋ2	tɔŋ2	tuŋ2			
239	荅 bean	*-dup	(9)	tə8		tau8	tu8	noD	tɔ8	tɯ8	top8	tɔp8	thən8	tup8			
240	level	*-dinA	(18)			tia2	tæin2										
241	to sink	*-dəŋA	(21)	taŋ2		tɔ6	toŋ6	toŋA		tæ̃4							
242	bowl	*-deB	(10)			tai4	te4			ta4							
243	clf-horses	*-dɛŋB	(22)	tɛ4		tu4	toŋ4	ðaŋB									
244	to wait	*-dəŋB	(21)	taŋ4	tɑŋ4	tɔ4	toŋ4	ðoŋB		te4							
245	which	*-dʉC	(8)	tei6		tɯ6	tu6	ðuB		ti1							
246	蹋 to step on/tread	*-dæD	(5)	ten8	tɑ8	tua8	ti8										
247	to soak	*-doA	(7)								tu2		ta2	tɔu2			
248	to put on/wear (jewelry)	*-dəŋA	(22)								taŋ2	taŋ2					
249	back (of body)	*-danB	(19)								tan4	tan4					
250	pig	*-duŋB	(28)								tuŋ4	tuŋ4	twə4	tiŋ4			
251	頹 to fall (of rain)	*-dujA	(9)								tui2		tui2				
252	袋 bag	*-diC	(1)								ti6	ti6	ti6				
253	地 non-irrigated land	*-dejC	(10)								tei6	tei6	təi6	ti6			
254	fragrant	*-ntaŋ	(24)						nten1	nɛ1	daːŋ1	daːŋ1	daŋ1	dɔŋ1			
255	wet	*-ntu̯ɛn	(22)		nte1	ntu1	ntoŋ1a	nʔtaŋA	ntaŋ1	tɔ̃4		dɔːn1					
256	cloth	*-ntei	(12/17)		ntei1	ntau1	ntɔ1a	nʔtuA	nte1	ni1	di1		di1	dɛi1			
257	long	*-ntauX	(3)	ta3	ntɯ3	nte3	ntæ3a	nʔtiB	ða3	to3	daːu3	daːu3	da3	du3			
258	to chop	*-ntəwX	(7)	to3		ntɔ3	nto3a	nʔtuB	ntu3	no3			dau3	dau3			
259	to flip with finger	*-ntik	(2)			nti3	ntei5a		ntai5	na5	dit7						
260	to warm self by fire	*-ntauH	(3)	ta5	ntɯ5	nte5	ntæ5a	nʔtiC	nta5	no5		daːu5	dau5	du5			
261	to put on/wear (cap)	*-ntɔŋH	(29)	tə5	ntu5	ntɔŋ5	ntaŋ5a	nʔtoŋC	ntwaŋ5	no5	doŋ5’	dɔŋ5	dɔŋ5	dɔŋ5			
262	to weave	*-ntət	(7)	to7	nto7	ntɔ7			ntu7	na7	dat7	dat7	dan7	dat7			
263	navel	*-ntəut	(13)	tu7	ntu7	ntaɯ7	ntə7a	nʔtoD	ntu7		dut7	duːt7’	din7				
264	擔 to carry on shoulder	*-ntam	(24)						tã1	tæ̃5	daːm1	daːm1	da1	dɔm1			
265	to float	*-ntaŋA	(24)		nten1	nta1											
266	finger	*-ntaB	(4)	ta3	ntɑ3	nti3	nti3a	nʔtaB									
267	paper	*-ntowB	(13)	tu3	ntə3	ntaɯ3	ntə3a	nʔtoB	ntau3	nɔ3							
268	many/much	*-ntɔC	(6)	nɛ5		ntau5	ntɔ5a	nʔtuC	ntei5								
269	to beat (someone)	*-ntuwD	(9)			ntau7	ntu7a			ta7							
270	deaf	*-ʔduŋA	(21) 									duŋ1	dwə1	dɔŋ1			
271	to ladle	*-ʔdəmB	(22) 								dam3			da3			
272	to fly	*-ʔdəiC	(15)								dai5	dai5’	dai5				
273	finger	*-ʔdokD	(13)								do7	dɔ7	dɔ7				
274	底 lower level	*-ʔdiB	(1)								di3	di3	ti3	di3			
275	脫 to peel off/escape	*-ʔdutD	(9)									dut7’	dun7	 			
276	attic	*-nthaŋA	(24)			ntha1	ntua1b	nʔthenA									
277	to open out/undo	*-nthu̯aB	(15)	tha3	nthɑ3	nthua3		nʔthaB									
278	to weed/hoe	*-nthuC	(16)		ntho5	nthua5											
279	sky/heaven	*-ndɛuŋ	(22)			ntu2	ntoŋ2										
280	sweet potato	*-ndu̯əj	(15)	na2							du2	dɔːi2	dwai2	dai2			
281	to lay eggs	*-ndəuH	(3)	na6		nte6	nte6	ntiC	tei5	no6			dau6	du6			
282	ramie/hemp	*-nduH	(16)	no6	no6	ntua6	ntəa6	ntaC	ntu6	mjo6	do6	du6	du6				
283	long sword	*-ndaŋA	(24)			nta2	ntua2	ntenA									
284	river	*-ndaiA	(15)										da2	dɔi2			
285	table	*-ndɔuA	(3)								du2	nu2					
286	in front	*ndaŋC									daːŋ6	daːŋ6					
287	snake	*-ʔnaŋ	(24)	naŋ1	nei1	na1	na1a	ʔnenA	nen1	nẽ1	naːŋ1	naːŋ1	naŋ1	nɔŋ1			
288	this	*-ʔneinX	(25)	noŋ3	nei3	nɔ5	na3a	ʔnoŋB	ne3	n̩3	nei3	nei3	na3	na3			
289	cold	*-ʔnu̯ɔmH	(27)		noŋ5	nɔ5	nɔ5a		nɐŋ5	ȵɔ̃5	nam5’	nam5	nan5	nam5			
290	clf-bowls/houses	*-ʔnɛɔmA	(22)								nɔm1	nɔ1	nɔ1	na1			
291	short	*-ʔnəŋB	(22)								naŋ3	niŋ3	naŋ3	naŋ3			
292	to swallow	*-ʔnəkD	(7)								na7	na7	na7				
293	拗 to break	*-ʔnəuB	(7)								nau3	nau3					
294	grain head/bag	*-hnɔn	(24)	n̥haŋ1	n̥hei1	hn̥a1	na1b	n̥enA	n̥en1’	n̥ẽ1		nɔ1	nan1				
295	to hear	*-hnəumX	(21)	n̥haŋ3	n̥hɑŋ3	hn̥ɔ3	nɔ3b	n̥uB	n̥ɐŋ3	n̥ɔ̃3	nom3	num3	n̥ən3				
296	to put on/wear (clothes)	*-(h)naŋX	(24)	naŋ4	n̥hei3	hn̥a3	na3b		nen4	nẽ3				nɔŋ3			
297	to cough	*-hnɔp	(29)	ŋo4		hn̥ɔŋ7	naŋ7	n̥oD			n̥op7		n̥ən7				
298	sun/day	*-hnɛŋA	(22)	n̥hɛ1	n̥he1	hn̥u1	noŋ1b	n̥aA	n̥ɔ1’	n̥ẽ1							
299	crossbow	*-hnænB	(19)	n̥hen3		hn̥ɛŋ3	nein3b	n̥aB		n̥ẽ3							
300	to forget	*-hnuŋB	(27)	n̥hoŋ1	noŋ3	hn̥ɔ3	na3a	n̥oŋA	n̥ɐŋ3	nõ3							
301	perilla (sū má)	*hnaŋB	(24)	n̥haŋ3	n̥hen3	hn̥a3		n̥enB									
302	sun/day	*-hnu̯ɔiA	(11)								n̥ɔi1	nɔːi1’	n̥wai1	nai1			
303	to resemble	*-hnəŋB	(22)								n̥aŋ2	naŋ3’					
304	to lift	*-hnɨŋC	(30)								niŋ5	niŋ5’					
305	crossbow	*-hnəkD	(7)								n̥ak5	na7’					
306	泥 mud	*-hniA	(1)								ni1	ni1’	n̥i1	nɛi1			
307	念 (Cant. /nɐm3/) to think of	*-hnəmB~*hləmB	(22)									lam3					
308	3sg (he/she/it)	*-ni̯æn(X)		nen2		nɯ4	ȵi4	nenB	nɐŋ4	nɯ4	nan2	nen2	nin2				
309	mother’s brother	*-neuŋX	(23)	nen4	ne4	nu4	noŋ4	ȵiB	nɔ4	nɯ4	nau4	nau4	nau4	nuŋ4			
310	bird	*-m-nɔk	(29)	nə6	nu6	nɔŋ6	nəŋ6	noC	nwaŋ6	mõ6	nu8	nɔ6	n̥ɔ8	nɔu8			
311	to eat	*-nuŋA	(27)	naŋ2	noŋ2	nɔ2	nɔ2	noŋA	nɐŋ2	nɔ2							
312	person	*-nænA	(19)	nɛ2	ne2	nɛŋ2		naA	nai2								
313	mouse/rat	*-naŋB	(24)	naŋ4	nei4	na4			nen4	nĩ4							
314	to ask	*-nɛŋC	(22)	nɛ6	ne6	nu6	noŋ6	naC	nɔ6	nɪ̃6							
315	rain	*-m-noŋC	(28)	noŋ6	noŋ6	na6	naŋ6	noŋC	nɐŋ6	mõ6							
316	leaf	*-nɔmA	(29)								nɔm2	nɔːm2	nan2	num2			
317	mouse/rat	*-nauB	(3)								naːu4		nɔ4				
318	to ask	*-nu̯aiC	(11)								naːi6	naːi6	na6	nɔi6			
319	膿 pus	*-nɔŋC	(29)								noŋ6	nuŋ6	nɔŋ6	nɔu6			
320	first day of month	*-seŋ	(20)			sia1	sæin1b	senA						hɛŋ1			
321	sour	*-suj	(9)	ɕhu1	ɕɔ1		su1b	soA	θjɔ1	sɯ1	ɕui1	tθui1’	swəi1	si1			
322	送 to send/deliver	*-suŋH	(28)	shoŋ5		sa5	saŋ5b	soŋC	θɐŋ5	sõ5	θuŋ5	tθuŋ5	swə5	hiŋ5			
323	to shut (door)	*-sowD	(13)	shu7			ʂə7										
324	stomach	*-siA	(1)								ɕi1	tθi1’		sɛi1			
325	quilt	*-su̯ɛŋC	(22)								ɕwəŋ5	tθɔŋ5’	sɔŋ5	suŋ5			
326	thread	*-sujC	(9)								ɕui5	tθuːi5’	sui5	si5			
327	centipede	*-səpD	(7)								ɕap7	tθap7’	sən7	tsap7			
328	near	*-sətD	(7)								θat7	tθat7					
329	straw sandals	*-səukD	(6)								ɕu7	tθu7’	ȶu7				
330	髟 beard	*-su̯amA	(29)								ɕwam1	tθɔːm1’		tsam1			
331	心 heart	*-simA	(18)								θim1	tθim1	ɕɛn1				
332	箴 needle	*-simA	(18)								ɕim1	tθim1’	ʨɛn1	tsum1			
333	雙 pair	*-suŋB	(28)								ɕuŋ1	tθuŋ1’	swə1	hiŋ1			
334	聲 sound	*-siŋA	(18)								ɕiŋ1	tθiːŋ1’	ɕɛ1				
335	醒 to sober up	*-siŋB	(18)									tθiŋ3	ɕɛ3				
336	細 small/fine	*-sæiC	(12/17)											hɛi5			
337	赤 red	*-sekD	(2)								ɕi7	tθi7’	ɕi7	sjɛ7			
338	刷 to wipe	*-sotD	(13)								ɕot7						
339	種 to grow	*-n-tju̯ɛŋH	(22)							ȵɤ5	ʨwəŋ5	sɔŋ5	ȶɔŋ5	tsuŋ5			
340	to wait	*-tjɔuB	(3)								ʨu3	ȶu3	ȶu3				
341	粢 millet	*-tjəiA	(15)								ʨai1	ȶai1	ȶai1	tɛi1			
342	煮 to boil (tr)	*-tjouB	(13)								ʨou3	ȶɔu5	ȶəu3	tsu3			
343	紙 paper	*-tjejB	(10)								ʨei3	ȶei3	ȶəi3	tsi3			
344	粥 porridge	*-tju̯okD (B)									ʨwo7	su7					
345	捉 to take	*-tjɔkD	(29)									ȶɔ7					
346	漆 lacquer	*-thjet	(10)	shei7	tshei7		se7b	tsheC	ʃai7	sɤ7	θjet7		tshan7	tat7			
347	seven	*-djuŋH	(28)	ɕoŋ6	tɕoŋ6	ɕa5	tɕaŋ6	zoŋC	ʃɐŋ6	tɕɤ6	sje6						
348	thigh	*-djujA	(9)								ʨui2	ȶuːi2		si2			
349	遲 late	*-djæiA	(12/17)								ʨai2		ȶai2				
350	是 to be	*-djejB	(10)								ʨei4	ȶei4	ȶəi4	sɛi4			
351	柿 persimmon	*-djəiB	(15)								ʨai4	ȶai6					
352	灼 to burn	*-dji̯ɛkD	(1)								ʨa8	sa8	ȶha8	sa8			
353	熟 cooked/ripe	*-dju̯okD (B)									ʨwo8		ȶhɔ8				
354	tree	*-ntju̯əŋH	(29)	tə5	ntu5	ntɔŋ5		nʔtoŋC	ntwaŋ5		djaŋ5’	gjaŋ5	djaŋ5	djaŋ5			
355	to drip	*-ʔdjɛpD	(9)								djep7		djan7	dɛp7			
356	秤 balance	*-nthju̯əŋH	(29)							ȵ̥ɔ̃5	ʥaŋ5	ȡaŋ5’	ȡaŋ5	dzaŋ5			
357	to sharpen/grind	*-dhjæuC	(3)								ʥeu5	gjɔu5’	ȡau5	dziu5			
358	慈 mother/aunt	*-ndjiB	(1)								ʥi4		ȡai4				
359	heavy	*-hnjeinX	(25)	ȵ̥hoŋ3	hei3	hȵ̥a3	ȵa3b	ȵ̥oŋB	ȵ̥e3	ȵ̥a3	ȵ̥i3	ni3	n̥i3	nɛi3			
360	light(weight)	*-sji̯eu	(2)	fha1	ɕa1	ʂi1	sei1b	seA	v̥uai1’	fɤ1	ɕeu1	sɔu1’	hjau1				
361	to stand/get up	*-sjouX	(13)	ɕhu3	ɕə3	ʂaɯ3	sə3b	soB	θjau3	sɤ3	ɕou3		səu3	fu3			
362	暑 warm	*-sji̯ouX	(7)	ɕhə3	ɕo3	ʂɔ3	so3b	suB				sɔu3	sau3	sju3			
363	thin	*-sjɔŋA	(29)		ɕu1	ʂɔŋ1	saŋ1b	soŋA	θjɔŋ1								
364	on top of	*-sjuA	(16)				sa1b	saA									
365	sinew	*-sju̯eiB	(12/17)		ɕhu3	ɕi3		sɔ3b	suB		si3						
366	cooked/ripe	*-sjenB	(20)	ɕhaŋ3	ɕɛ3	ʂia3	sæin3b	senB	θeŋ3	sɪ̃3							
367	midday meal	*-sjɛŋC	(22)			ʂu5	soŋ5b	saŋC									
368	to rest	*-sjoC	(7)	ʨhə5	ɕo5	ʂɔ5	so5b	suC	θjeu5								
369	to wipe	*-sjəŋC	(21)	ɕhaŋ5	ɕɑŋ5	ʂɔ5	soŋ5b	soŋC									
370	廝 reciprocal	*-sjɨA-D	(2)	ɕi5		ʂi1		siA-D									
371	升 measure for grain	*-sjinA	(18)	ɕhen1		ʂia1	sæin1b	senA		ʨhɔ̃1							
372	收 to receive/gather in	*-sjuwA	(9)	ɕhu1		ʂau5		suA									
373	clf-bowls/houses	*-ʔlɛŋA	(22)	lɛ1	le1	lu1	noŋ1a	ʔlaŋA	xoŋ1	lɔ̃1							
374	monkey	*-ʔlinA	(18)	lei1		lia1	læin1a		lai1								
375	red	*-ʔlinA	(18)			lia1	læin1a	ʔlenA									
376	short	*-ʔlɛŋB	(22)	lɛ3	le3	lu3	loŋ3a	ʔlaŋB	laŋ3	lɔ̃3							
377	to squeeze/pinch	*-ʔlɨC	(2)	la5	lɑ5	li5	lei5a		l̥i5	la5							
378	clf-mouthfuls	*-ʔloC	(7)	lo5		lɔ5	lo5a		lu5								
379	拗 to break	*-ʔloB	(7)	lo3		lɔ3	lo3a	ʔluB	lu3	ljõ3’							
380	clf-fields	*-ʔli̯əuC	(1)								lau5’						
381	to pour	*-ʔlju̯eiA	(12/17)		ȴu1		lau1	ɭo1a	ʔluA								
382	rabbit	*-ʔljuB	(16)			lua3	ɭa3a	ʔlaB									
383	male	*-ʔljuwB	(9)			lau5	ɭu3a	ʔloB									
384	bamboo	*-hləwX	(7)	l̥ho3	l̥ho3	hl̥ɔ3					l̥au3	lɔu3	ɬau3	lau3			
385	plum	*-hli̯əŋX	(18)							le3	gaŋ3		ɬaŋ3	ȵɔŋ3			
386	moon/month	*-hlaH	(4)	l̥ha5	l̥hɑ5	hl̥i5	li5b	l̥aC	l̥e5	l̥a5	la5	la5	ɬa5	lɔu5			
387	to slice	*-hlep	(10)	l̥hei7	l̥hɑ7	hl̥ai7	le7b		l̥ai7		le7						
388	marrow/brains	*-hlʉA	(8)	l̥hɛ1	l̥hə1	hl̥ɯ1	lou1b	l̥uA									
389	bridge	*-hlæA	(5)				la1b										
390	rope	*-hlæC	(5)	l̥ha5	l̥ha5	hl̥ua5	la5b	l̥iC	l̥ei5	l̥e5							
391	湯 to scald	*-hlaŋA	(24)			hl̥a1	lua1b	l̥enA		la6							
392	鐵 iron	*-hluwC	(9)	l̥hə5	l̥hɔ5	hl̥au5	lu5b	l̥oC	l̥ɔ5	l̥ɯ5							
393	petal	*-hlemC	(20)								ɬim5	leːm5		ɬiŋ5			
394	which	*-[hl]aiC	(15)								laːi5		ha5				
395	big	*-hljo	(7)	ȴ̥hə1		hl̥ɔ1	ɭo1b	l̥uA	l̥jeu1’	ȴo1	lo1	lu1’	ɬu1	lɔu1			
396	sash/cord/rope	*-hljaŋ	(24)	l̥haŋ1		hl̥a1	ɭua1b				l̥aːŋ1	laːŋ1’	ɬaŋ1				
397	young	*-hljæD	(5)			hl̥ua7	ɭa7b										
398	燎 to burn (mountain)	*-hljowB	(13)			hl̥aɯ3	ɭe3b										
399	long (time)	*-ləu	(3)	la2	lɯ2	le2	læ2	liA	la2	lo2	lau2	lau2		lu2			
400	clf-people	*-lan	(19)	lɛ2	le1	lɛŋ2	læ2		laŋ1	læ̃2	laːn2	laːn2		na1			
401	to come back	*-ləwX	(7)	lo4	lo4	lɔ4	lu4	luB	lɔu4	lo4	lau4	lau4	lau4	lau4			
402	to rot	*-lʉA	(8)	la2		lɯ2	lou2	lenA									
403	old	*-lu̯eiB	(12/17)		lu4		lau4	lo4	lauB								
404	late	*-liC	(1)			li6	li6			lɦe6							
405	聾 deaf	*-loŋA	(28)	l̥oŋ2		la6		loŋA		lõ2							
406	兩 tael (40 grams)	*-li̯aŋB	(26)	laŋ4		la4		laŋB		ljɔ̃6							
407	露 dew	*-lʉC	(8)			lɯ6	lu6										
408	bellows	*-louA	(13)								lou2	lɔu2	ləu2	lu2			
409	累 lazy	*-lu̯eiC	(8)								lwei6	lei6	lwəi6				
410	field	*-ljiŋ	(18)	ȴi2		lia2	ɭæin2	lenA	leŋ2	lĩ2	giŋ2	giːŋ2	ljɛ2	ljaŋ2			
411	鎌 sickle	*-ljim	(18)	ȴen2		lia6	ɭæin2	lenA	ljen2		lim4		ljɛn2	dzjam2			
412	里 half kilometer	*-ljɨX	(2)	ȴi4				liB					ljaŋ4	li4			
413	to bury	*-ljəŋB	(21)	ȴaŋ4	ȴɑŋ4	lɔ4	ɭoŋ4	loŋB		læ̃4							
414	to be used to	*-lju̯aC	(15)	ȴa6	ȴɑ6		ɭəa6	laC									
415	lightning flash	*-ljeD	(10)	ȴi8	ȴɑ8	lai8	ɭe8	leD									
416	量 to measure (rice)	*-ljɛŋA	(22)	ȴi2		lu2	ɭoŋ2	laŋA									
417	lightning flash	*-ljəpD	(7)								gap7			dzjɛp8			
418	聯 (Cant. /lyːn2/) to sew	*-lju̯ɛnA	(22)								gwən2	gɔn2					
419	兩 tael (40 grams)	*-lji̯oŋB	(26)								guŋ4	guŋ4	lwə4	liŋ4			
420	to return	*-trəŋB	(21)	ȶaŋ3		ʈɔ3	ʈoŋ3a	tʂoŋB									
421	houttuynia cordata	*-truwD	(9)	ȶu7	ʈu7	ʈau7	ʈu7a	tʂoD									
422	張 clf-tools	*-traŋA	(24)	ȶaŋ1	ʈei1	ʈa1	ʈua1a	tʂenA	tʃen1								
423	蹢 hoof/claw/nail	*-tru̯eiC	(12/17)			ʈa5	ʈau5	ʈɔ5a									
424	著 to put on/wear (shoes)	*-trɔC	(6)	ȶi5	ʈɔ5	ʈau5	ʈɔ5a	tʂuC		tɕɯ5							
425	張 clf-tools	*-truŋA	(28)									ȶuŋ1	ȶwə5				
426	插 to insert	*-threp	(10)	ȶhi7		ʈhai7	ʈe7	tʂheD	ʃai7		θip7	tip7	tɕhɛn7	hɛp7			
427	抽 to pull out	*-throC	(7)	ȶhə5	ʈho5	ʈho5	ʈo5b	tʂhuC									
428	箸 chopsticks	*-drouH	(13)	ȶu6	ʈɯ6	ʈaɯ6	ʈɯ6	ʐoC	ʃau6	tɕɔ6	tɕou6	ȶɔu6	ȶəu6	tau6			
429	bamboo	*-drowD	(13)			ʈaɯ8	ʈə8										
430	firm/durable	*-druA	(16)			ʈua2	ʈa2										
431	step	*-droA	(7)	ȶə2	ʈo2	ʈɔ2	ʈo2	ʐuA	tʃa2	tɕa6							
432	table/bench	*-drɔŋA	(29)			ʈɔŋ2	ʈaŋ2	ʐoŋA		tɕe2							
433	筒 flute/tube	*-droŋA	(28)	ȶoŋ2	ʈoŋ2	ʈa2		ʐoŋA									
434	著 to hit target	*-drɔC	(6)		ʈɔ6	ʈau6	ʈo6			tɕɯ6							
435	中 center/middle	*-ntroŋ	(28)	ȶoŋ1	ɳʈoŋ1	ɳʈa1	ɳʈaŋ1a	ɳʔtʂoŋA		ȵtɕy1	toŋ5’	tɔŋ5	tɔŋ5				
436	breast/chest	*-ntrəŋA	(21)			ɳʈɔ1	ɳʈoŋ1a										
437	to be wedged in	*-ntrinC	(18)		ɳʈhɑ7		ɳʈei5b										
438	to butt (of bulls)	*-ntruwC	(9)	ȶu5		ɳʈau5	ɳʈu5a	ɳʔtʂoC									
439	puttees	*-nthrɔŋA	(29)	ȶhu1	ɳʈhu1	ɳʈhɔŋ1	ɳʈaŋ1b	ɳʔtʂhoŋA	ɳtʃwaŋ1’	ȵ̥ɔ̃1							
440	drum	*-ndruX	(16)	ȵə4	ɳɑŋ4	ɳʈua4	ɳʈəa4	ɳtʂaB	ɳtʃu4	mjo4	dʑo4	ȡu4	du4				
441	plain (level ground)	*-ndroŋB	(28)			ɳʈa4		ɳtʂoŋB									
442	interior	*-ndrəŋC	(21)	ȵaŋ6	ɳɑŋ6	ɳʈɔ6											
443	to track	*-ndroC	(7)		ɳɑŋ6	ɳʈɔ6											
444	young man	*-ndru̯eiC	(12/17)		ȵo6		ɳʈau6	ɳʈo6	ɳtʂuC	ɳtʃi6							
